PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,AccHR_X,AccHR_Y,AccHR_Z,Gyr_X,Gyr_Y,Gyr_Z,GyrHR_X,GyrHR_Y,GyrHR_Z,Mag_X,Mag_Y,Mag_Z,VelInc_X,VelInc_Y,VelInc_Z,OriInc_q0,OriInc_q1,OriInc_q2,OriInc_q3,Pressure,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Mat[1][1],Mat[2][1],Mat[3][1],Mat[1][2],Mat[2][2],Mat[3][2],Mat[1][3],Mat[2][3],Mat[3][3],Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U,Temperature,GyrTemp_X,GyrTemp_Y,GyrTemp_Z
40224,1105539,-0.004852,0.162566,9.807539,-0.034429,-0.007151,0.021104,,,,0.001476,0.001466,-0.000983,,,,,,,-0.000012,0.000406,0.024519,1,0.000002,0.000002,-0.000001,,0.999955,0.008657,-0.001537,-0.003551,0.992668,-0.172615,-0.408476,0.99997,-0.007129,0.003013,0.007076,0.999825,0.017324,-0.003136,-0.017303,0.999845,,,,,,,30.29,,,
40225,1105564,0.034883,0.153792,9.791348,0.005194,-0.015998,0.004885,,,,0.00245,-0.001061,-0.00018,,,,,,,0.000087,0.000384,0.024478,1,0.000003,-0.000001,0,,0.999955,0.00866,-0.001539,-0.003551,0.992955,-0.172827,-0.408435,0.99997,-0.007128,0.003016,0.007075,0.999825,0.017329,-0.003139,-0.017308,0.999845,,,,,,,30.29,,,
40226,1105589,0.027542,0.197887,9.805868,-0.001827,0.027816,0.020145,,,,0.002906,0.000782,0.000771,,,,,,,0.000069,0.000495,0.024515,1,0.000004,0.000001,0.000001,,0.999955,0.008663,-0.001539,-0.003551,0.99332,-0.172778,-0.40839,0.99997,-0.007128,0.003016,0.007074,0.999825,0.017336,-0.003139,-0.017314,0.999845,,,,,,,30.29,,,
40227,1105614,-0.006631,0.158036,9.79588,-0.036034,-0.011511,0.009365,,,,-0.00046,0.005027,0.003161,,,,-0.217739,-0.277143,0.380352,-0.000016,0.000395,0.02449,1,-0.000001,0.000006,0.000004,100250,0.999955,0.008662,-0.001533,-0.003547,0.993203,-0.172127,-0.407992,0.99997,-0.007121,0.003004,0.007068,0.999825,0.017334,-0.003127,-0.017312,0.999845,,,,,,,30.29,,,
40228,1105639,0.020574,0.163279,9.80563,-0.008954,-0.006796,0.019285,,,,0.003324,0.000054,-0.001012,,,,,,,0.000051,0.000408,0.024514,1,0.000004,0,-0.000001,,0.999955,0.008666,-0.001533,-0.003549,0.993629,-0.172177,-0.408204,0.99997,-0.007124,0.003005,0.007071,0.999825,0.017341,-0.003128,-0.017319,0.999845,,,,,,,30.29,,,
40229,1105664,0.001695,0.147313,9.781337,-0.027885,-0.022148,-0.005339,,,,0.000743,-0.000063,0.001169,,,,,,,0.000004,0.000368,0.024453,1,0.000001,0,0.000001,,0.999955,0.008666,-0.001534,-0.003547,0.99367,-0.17225,-0.407962,0.99997,-0.00712,0.003006,0.007067,0.999825,0.017342,-0.003129,-0.01732,0.999845,,,,,,,30.29,,,
40230,1105689,0.014018,0.155087,9.798551,-0.015615,-0.014726,0.012046,,,,-0.000167,-0.000884,0.001823,,,,,,,0.000035,0.000388,0.024496,1,0,-0.000001,0.000002,,0.999955,0.008665,-0.001536,-0.003545,0.993595,-0.172442,-0.40777,0.99997,-0.007117,0.00301,0.007064,0.999825,0.017341,-0.003133,-0.017319,0.999845,,,,,,,30.29,,,
40231,1105714,0.0186,0.151852,9.792376,-0.01103,-0.017792,0.005828,,,,-0.001824,-0.000097,0.001975,,,,-0.21821,-0.27813,0.379857,0.000046,0.00038,0.024481,1,-0.000002,0,0.000002,100254,0.999955,0.008662,-0.001536,-0.003543,0.993282,-0.172522,-0.407555,0.99997,-0.007113,0.003011,0.00706,0.999825,0.017335,-0.003134,-0.017313,0.999845,,,,,,,30.29,,,
40232,1105739,0.03539,0.131352,9.786272,0.005658,-0.038305,-0.000579,,,,-0.000694,0.000624,-0.000809,,,,,,,0.000089,0.000328,0.024466,1,-0.000001,0.000001,-0.000001,,0.999955,0.008661,-0.001536,-0.003545,0.993133,-0.172491,-0.407737,0.99997,-0.007116,0.003011,0.007063,0.999825,0.017332,-0.003133,-0.017311,0.999845,,,,,,,30.29,,,
40233,1105764,0.041286,0.200402,9.811283,0.011811,0.030326,0.02564,,,,-0.001499,-0.002681,-0.003976,,,,,,,0.000103,0.000501,0.024528,1,-0.000002,-0.000003,-0.000005,,0.999955,0.008659,-0.00154,-0.003549,0.992856,-0.172926,-0.408222,0.99997,-0.007125,0.003018,0.007071,0.999825,0.017328,-0.003141,-0.017306,0.999845,,,,,,,30.29,,,
40234,1105789,0.064454,0.097194,9.801459,0.034266,-0.072821,0.014101,,,,-0.001337,-0.001353,-0.000873,,,,,,,0.000161,0.000243,0.024504,1,-0.000002,-0.000002,-0.000001,,0.999955,0.008657,-0.001542,-0.003551,0.992615,-0.173179,-0.408418,0.99997,-0.007128,0.003023,0.007075,0.999825,0.017323,-0.003145,-0.017302,0.999845,,,,,,,30.29,,,
40235,1105814,0.028337,0.174552,9.81002,-0.001236,0.00474,0.023891,,,,-0.002693,0.001439,0.000208,,,,-0.219656,-0.277627,0.380336,0.000071,0.000437,0.024525,1,-0.000003,0.000002,0,100250,0.999955,0.008653,-0.001541,-0.003551,0.992178,-0.173034,-0.408452,0.99997,-0.007129,0.00302,0.007075,0.999825,0.017316,-0.003143,-0.017294,0.999845,,,,,,,30.29,,,
40236,1105839,0.070502,0.133496,9.820342,0.040746,-0.036905,0.033628,,,,0.001217,0.003838,0.001238,,,,,,,0.000176,0.000334,0.024551,1,0.000002,0.000005,0.000002,,0.999955,0.008654,-0.001537,-0.00355,0.992302,-0.172548,-0.408333,0.99997,-0.007127,0.003012,0.007073,0.999825,0.017318,-0.003134,-0.017296,0.999845,,,,,,,30.29,,,
40237,1105864,0.02319,0.169444,9.820745,-0.006496,-0.000735,0.034513,,,,0.00292,-0.001629,-0.000049,,,,,,,0.000058,0.000423,0.024552,1,0.000004,-0.000002,0,,0.999955,0.008657,-0.001539,-0.003549,0.992655,-0.172842,-0.408256,0.99997,-0.007125,0.003017,0.007072,0.999825,0.017324,-0.00314,-0.017302,0.999846,,,,,,,30.29,,,
40238,1105889,0.063303,0.136211,9.807348,0.03359,-0.033942,0.020663,,,,0.000086,0.002783,-0.000598,,,,,,,0.000158,0.000341,0.024518,1,0,0.000003,-0.000001,,0.999955,0.008657,-0.001536,-0.003551,0.992617,-0.172503,-0.408403,0.99997,-0.007128,0.003011,0.007075,0.999825,0.017324,-0.003134,-0.017302,0.999846,,,,,,,30.29,,,
40239,1105914,-0.008886,0.203867,9.816766,-0.03805,0.034026,0.031035,,,,0.000779,0.003663,0.002498,,,,-0.218232,-0.276154,0.379848,-0.000022,0.00051,0.024542,1,0.000001,0.000005,0.000003,100250,0.999955,0.008657,-0.001532,-0.003548,0.992678,-0.172045,-0.408103,0.99997,-0.007123,0.003003,0.00707,0.999825,0.017325,-0.003126,-0.017303,0.999846,,,,,,,30.28,,,
40240,1105939,-0.025756,0.075013,9.779644,-0.055609,-0.094077,-0.008365,,,,0.001258,0.004198,0.000066,,,,,,,-0.000064,0.000187,0.024449,1,0.000002,0.000005,0,,0.999955,0.008658,-0.001527,-0.003549,0.992807,-0.171505,-0.408151,0.99997,-0.007123,0.002993,0.007071,0.999825,0.017327,-0.003116,-0.017305,0.999846,,,,,,,30.28,,,
40241,1105964,0.058416,0.27886,9.822176,0.029607,0.108335,0.037948,,,,0.002178,-0.003015,0.00094,,,,,,,0.000146,0.000697,0.024555,1,0.000003,-0.000004,0.000001,,0.999955,0.008661,-0.001532,-0.003547,0.993055,-0.172,-0.407952,0.99997,-0.00712,0.003002,0.007067,0.999825,0.017331,-0.003125,-0.017309,0.999846,,,,,,,30.28,,,
40242,1105989,0.000375,0.156775,9.816074,-0.029151,-0.013178,0.029555,,,,0.000588,0.001217,-0.000829,,,,,,,0.000001,0.000392,0.02454,1,0.000001,0.000002,-0.000001,,0.999955,0.008661,-0.001531,-0.003549,0.993089,-0.171884,-0.408135,0.99997,-0.007123,0.003,0.00707,0.999825,0.017332,-0.003123,-0.01731,0.999846,,,,,,,30.28,,,
40243,1106014,0.044217,0.164834,9.776926,0.014943,-0.00481,-0.009315,,,,0.001592,0.002331,-0.001113,,,,-0.221574,-0.277612,0.382297,0.000111,0.000412,0.024442,1,0.000002,0.000003,-0.000001,100249,0.999955,0.008662,-0.001528,-0.00355,0.993267,-0.171609,-0.408356,0.99997,-0.007127,0.002995,0.007074,0.999825,0.017335,-0.003118,-0.017313,0.999846,,,,,,,30.29,,,
40244,1106039,-0.037929,0.17343,9.779165,-0.067269,0.004275,-0.007172,,,,0.002133,-0.001056,0.002304,,,,,,,-0.000095,0.000433,0.024448,1,0.000003,-0.000001,0.000003,,0.999955,0.008665,-0.00153,-0.003548,0.993521,-0.171826,-0.408096,0.999971,-0.007123,0.002999,0.007069,0.999825,0.017339,-0.003122,-0.017318,0.999846,,,,,,,30.29,,,
40245,1106064,0.055086,0.166632,9.806633,0.025555,-0.003646,0.020449,,,,0.001018,-0.001432,0.000764,,,,,,,0.000138,0.000417,0.024517,1,0.000001,-0.000002,0.000001,,0.999955,0.008665,-0.001533,-0.003547,0.993604,-0.172094,-0.407911,0.99997,-0.007119,0.003004,0.007066,0.999825,0.017341,-0.003127,-0.017319,0.999845,,,,,,,30.29,,,
40246,1106089,0.027039,0.202338,9.84416,-0.002335,0.0317,0.058505,,,,-0.001277,-0.000088,0.000519,,,,,,,0.000068,0.000506,0.02461,1,-0.000002,0,0.000001,,0.999955,0.008663,-0.001533,-0.003546,0.99337,-0.172168,-0.407904,0.99997,-0.007119,0.003005,0.007066,0.999825,0.017337,-0.003128,-0.017315,0.999845,,,,,,,30.29,,,
40247,1106114,0.053974,0.143411,9.782743,0.024423,-0.026325,-0.003843,,,,-0.00087,0.001184,0.001859,,,,-0.217743,-0.276649,0.380844,0.000135,0.000359,0.024457,1,-0.000001,0.000001,0.000002,100254,0.999955,0.008662,-0.001532,-0.003545,0.993195,-0.172064,-0.407702,0.99997,-0.007116,0.003003,0.007063,0.999825,0.017334,-0.003126,-0.017312,0.999845,,,,,,,30.29,,,
40248,1106139,0.008433,0.153799,9.78806,-0.021036,-0.015711,0.001515,,,,-0.000176,0.001351,0.004832,,,,,,,0.000021,0.000385,0.02447,1,0,0.000002,0.000006,,0.999955,0.008661,-0.001531,-0.003539,0.993117,-0.171943,-0.407074,0.99997,-0.007105,0.003001,0.007052,0.999825,0.017332,-0.003124,-0.017311,0.999845,,,,,,,30.29,,,
40249,1106164,-0.005739,0.146167,9.835504,-0.035418,-0.024279,0.048779,,,,0.004535,0.000688,-0.000963,,,,,,,-0.000014,0.000365,0.024589,1,0.000006,0.000001,-0.000001,,0.999955,0.008666,-0.001531,-0.00354,0.993703,-0.171903,-0.407124,0.99997,-0.007106,0.003,0.007053,0.999825,0.017342,-0.003123,-0.017321,0.999845,,,,,,,30.29,,,
40250,1106189,0.104244,0.225598,9.821105,0.075174,0.054713,0.036089,,,,0.000235,0.000637,-0.002044,,,,,,,0.000261,0.000564,0.024553,1,0,0.000001,-0.000003,,0.999955,0.008666,-0.001531,-0.003543,0.993687,-0.171867,-0.407483,0.99997,-0.007112,0.003,0.007059,0.999825,0.017342,-0.003122,-0.01732,0.999845,,,,,,,30.29,,,
40251,1106214,0.022848,0.065995,9.778452,-0.007256,-0.103626,-0.00957,,,,0.00199,-0.00028,0.001106,,,,-0.219649,-0.27812,0.380833,0.000057,0.000165,0.024446,1,0.000002,0,0.000001,100262,0.999955,0.008668,-0.001531,-0.003542,0.993921,-0.171971,-0.407393,0.99997,-0.00711,0.003001,0.007057,0.999825,0.017346,-0.003124,-0.017325,0.999845,,,,,,,30.3,,,
40252,1106239,0.034052,0.166951,9.79316,0.004457,-0.00308,0.006922,,,,0.002385,-0.003102,0.003137,,,,,,,0.000085,0.000417,0.024483,1,0.000003,-0.000004,0.000004,,0.999955,0.008671,-0.001536,-0.003539,0.994211,-0.172484,-0.407019,0.99997,-0.007104,0.00301,0.00705,0.999825,0.017351,-0.003133,-0.01733,0.999845,,,,,,,30.3,,,
40253,1106264,0.035979,0.116809,9.807539,0.006048,-0.053518,0.020433,,,,0.002248,-0.000061,0.000284,,,,,,,0.00009,0.000292,0.024519,1,0.000003,0,0,,0.999955,0.008673,-0.001537,-0.003537,0.994469,-0.172555,-0.406871,0.99997,-0.007101,0.003012,0.007048,0.999825,0.017356,-0.003134,-0.017334,0.999845,,,,,,,30.3,,,
40254,1106289,0.032118,0.17954,9.823511,0.002611,0.008803,0.037481,,,,0.004343,0.000849,0.001083,,,,,,,0.00008,0.000449,0.024559,1,0.000005,0.000001,0.000001,,0.999955,0.008678,-0.001536,-0.003537,0.995041,-0.172497,-0.406781,0.99997,-0.0071,0.003011,0.007046,0.999825,0.017366,-0.003133,-0.017344,0.999845,,,,,,,30.3,,,
40255,1106314,0.000979,0.134284,9.804726,-0.028821,-0.035843,0.017818,,,,0.001232,-0.000007,0.003623,,,,-0.217767,-0.275172,0.378363,0.000002,0.000336,0.024512,1,0.000002,0,0.000005,100254,0.999955,0.008679,-0.001537,-0.003533,0.995165,-0.172568,-0.40633,0.99997,-0.007092,0.003012,0.007038,0.999825,0.017368,-0.003135,-0.017346,0.999845,,,,,,,30.29,,,
40256,1106339,0.000984,0.199019,9.786604,-0.028326,0.029068,0.000824,,,,0.003386,-0.000249,0.000147,,,,,,,0.000002,0.000497,0.024467,1,0.000004,0,0,,0.999955,0.008683,-0.001538,-0.003533,0.9956,-0.172664,-0.406377,0.99997,-0.007093,0.003014,0.007039,0.999824,0.017376,-0.003136,-0.017354,0.999845,,,,,,,30.29,,,
40257,1106364,0.00402,0.096397,9.786248,-0.026139,-0.073513,-0.001308,,,,0.00117,-0.002539,-0.000933,,,,,,,0.00001,0.000241,0.024466,1,0.000001,-0.000003,-0.000001,,0.999955,0.008684,-0.001541,-0.003534,0.995704,-0.173087,-0.406461,0.99997,-0.007094,0.003021,0.00704,0.999824,0.017377,-0.003144,-0.017356,0.999844,,,,,,,30.29,,,
40258,1106389,0.045288,0.18652,9.819148,0.015685,0.015566,0.033278,,,,0.004096,-0.00046,0.001403,,,,,,,0.000113,0.000466,0.024548,1,0.000005,-0.000001,0.000002,,0.999955,0.008688,-0.001542,-0.003533,0.99624,-0.173217,-0.406329,0.99997,-0.007092,0.003023,0.007038,0.999824,0.017387,-0.003146,-0.017365,0.999844,,,,,,,30.29,,,
40259,1106414,0.013829,0.169207,9.803104,-0.015843,-0.001184,0.016841,,,,0.001027,-0.000086,-0.003555,,,,-0.21721,-0.281096,0.381365,0.000035,0.000423,0.024508,1,0.000001,0,-0.000004,100252,0.999955,0.008689,-0.001543,-0.003538,0.996338,-0.173281,-0.406906,0.99997,-0.007102,0.003024,0.007048,0.999824,0.017388,-0.003147,-0.017367,0.999844,,,,,,,30.29,,,
40260,1106439,0.004305,0.151645,9.790826,-0.025441,-0.018497,0.00423,,,,0.001413,0.000454,0.001524,,,,,,,0.000011,0.000379,0.024477,1,0.000002,0.000001,0.000002,,0.999955,0.00869,-0.001543,-0.003536,0.996489,-0.17328,-0.406754,0.99997,-0.007099,0.003024,0.007045,0.999824,0.017391,-0.003147,-0.017369,0.999844,,,,,,,30.29,,,
40261,1106464,0.045578,0.144577,9.804725,0.015683,-0.026148,0.018128,,,,0.001963,-0.000665,0.000717,,,,,,,0.000114,0.000361,0.024512,1,0.000002,-0.000001,0.000001,,0.999955,0.008692,-0.001544,-0.003535,0.996706,-0.173439,-0.406571,0.99997,-0.007096,0.003027,0.007042,0.999824,0.017395,-0.00315,-0.017373,0.999844,,,,,,,30.29,,,
40262,1106489,0.030141,0.1794,9.805512,0.000486,0.008793,0.019475,,,,0.000576,-0.00018,0.000345,,,,,,,0.000075,0.000448,0.024514,1,0.000001,0,0,,0.999955,0.008693,-0.001545,-0.003535,0.996738,-0.173526,-0.40659,0.99997,-0.007096,0.003029,0.007043,0.999824,0.017395,-0.003152,-0.017374,0.999844,,,,,,,30.29,,,
40263,1106514,0.010237,0.13702,9.81636,-0.019821,-0.033653,0.029525,,,,0.00101,-0.001292,0.001786,,,,-0.218218,-0.277637,0.378865,0.000026,0.000342,0.024541,1,0.000001,-0.000002,0.000002,100260,0.999955,0.008693,-0.001547,-0.003533,0.996831,-0.173776,-0.406405,0.99997,-0.007093,0.003033,0.007039,0.999824,0.017397,-0.003156,-0.017375,0.999844,,,,,,,30.3,,,
40264,1106539,0.05071,0.192478,9.826042,0.020894,0.021511,0.040293,,,,-0.002794,-0.002868,-0.000738,,,,,,,0.000127,0.000481,0.024565,1,-0.000003,-0.000004,-0.000001,,0.999955,0.008689,-0.001551,-0.003535,0.996381,-0.174246,-0.406585,0.99997,-0.007096,0.003041,0.007042,0.999824,0.017389,-0.003164,-0.017367,0.999844,,,,,,,30.3,,,
40265,1106564,0.013666,0.094527,9.774971,-0.016769,-0.07527,-0.012585,,,,-0.001222,-0.003085,0.001699,,,,,,,0.000034,0.000236,0.024437,1,-0.000002,-0.000004,0.000002,,0.999955,0.008687,-0.001556,-0.003532,0.996141,-0.174753,-0.406244,0.99997,-0.00709,0.00305,0.007036,0.999824,0.017385,-0.003173,-0.017363,0.999844,,,,,,,30.3,,,
40266,1106589,0.005559,0.177087,9.799315,-0.024361,0.007052,0.013166,,,,-0.003341,-0.0011,0.001843,,,,,,,0.000014,0.000443,0.024498,1,-0.000004,-0.000001,0.000002,,0.999955,0.008683,-0.001558,-0.00353,0.995611,-0.174976,-0.40605,0.999971,-0.007087,0.003054,0.007033,0.999825,0.017376,-0.003177,-0.017354,0.999845,,,,,,,30.3,,,
40267,1106614,0.028523,0.119338,9.831999,-0.001908,-0.051652,0.04491,,,,0.003306,-0.000326,0.000741,,,,-0.222104,-0.274159,0.378317,0.000071,0.000298,0.02458,1,0.000004,0,0.000001,100250,0.999955,0.008686,-0.001559,-0.00353,0.996034,-0.175085,-0.406012,0.99997,-0.007086,0.003056,0.007032,0.999824,0.017383,-0.003178,-0.017361,0.999844,,,,,,,30.29,,,
40268,1106639,0.085809,0.207263,9.820081,0.055932,0.036233,0.034698,,,,-0.001714,-0.002028,-0.00024,,,,,,,0.000214,0.000518,0.02455,1,-0.000002,-0.000003,0,,0.999955,0.008684,-0.001562,-0.003531,0.995738,-0.175436,-0.406119,0.99997,-0.007088,0.003062,0.007034,0.999824,0.017378,-0.003185,-0.017356,0.999844,,,,,,,30.29,,,
40269,1106664,0.001272,0.073007,9.794593,-0.029444,-0.097043,0.006619,,,,0.001089,-0.000341,-0.000066,,,,,,,0.000003,0.000182,0.024486,1,0.000001,0,0,,0.999955,0.008685,-0.001563,-0.00353,0.995831,-0.175545,-0.40604,0.99997,-0.007087,0.003064,0.007032,0.999824,0.01738,-0.003186,-0.017358,0.999844,,,,,,,30.29,,,
40270,1106689,0.067079,0.195026,9.785797,0.037223,0.024773,0.000147,,,,-0.001957,-0.000493,-0.001223,,,,,,,0.000168,0.000488,0.024464,1,-0.000002,-0.000001,-0.000002,,0.999955,0.008682,-0.001564,-0.003532,0.995501,-0.175673,-0.406284,0.99997,-0.007091,0.003066,0.007037,0.999824,0.017374,-0.003189,-0.017352,0.999844,,,,,,,30.29,,,
40271,1106714,-0.034669,0.150313,9.788654,-0.06484,-0.019423,0.001915,,,,0.002498,0.000108,0.000393,,,,-0.217259,-0.277147,0.379862,-0.000087,0.000376,0.024472,1,0.000003,0,0,100252,0.999955,0.008684,-0.001564,-0.003532,0.995808,-0.17572,-0.406295,0.99997,-0.007091,0.003067,0.007037,0.999824,0.017379,-0.00319,-0.017357,0.999844,,,,,,,30.29,,,
40272,1106739,0.052654,0.156882,9.801414,0.022738,-0.013489,0.015054,,,,-0.002819,0.005358,-0.001781,,,,,,,0.000132,0.000392,0.024504,1,-0.000004,0.000007,-0.000002,,0.999955,0.008681,-0.001558,-0.003535,0.995354,-0.175008,-0.406604,0.99997,-0.007096,0.003054,0.007042,0.999824,0.017371,-0.003177,-0.017349,0.999844,,,,,,,30.29,,,
40273,1106764,0.021224,0.227114,9.790562,-0.008316,0.056901,0.005331,,,,0.003741,-0.000151,0.002299,,,,,,,0.000053,0.000568,0.024476,1,0.000005,0,0.000003,,0.999955,0.008685,-0.001559,-0.003531,0.995825,-0.175097,-0.4062,0.99997,-0.007089,0.003056,0.007035,0.999824,0.017379,-0.003179,-0.017357,0.999844,,,,,,,30.29,,,
40274,1106789,-0.063055,0.144309,9.807731,-0.093343,-0.025429,0.0208,,,,-0.001219,-0.00218,0.002287,,,,,,,-0.000158,0.000361,0.024519,1,-0.000002,-0.000003,0.000003,,0.999955,0.008683,-0.001562,-0.003529,0.995599,-0.175476,-0.405945,0.99997,-0.007085,0.003063,0.007031,0.999824,0.017376,-0.003185,-0.017353,0.999845,,,,,,,30.29,,,
40275,1106814,0.065044,0.162362,9.800289,0.034891,-0.008415,0.014064,,,,0.00482,-0.001103,0.000643,,,,-0.219661,-0.277631,0.378356,0.000163,0.000406,0.024501,1,0.000006,-0.000001,0.000001,100253,0.999955,0.008688,-0.001564,-0.003529,0.996238,-0.175696,-0.405923,0.99997,-0.007085,0.003066,0.00703,0.999824,0.017387,-0.003189,-0.017365,0.999844,,,,,,,30.29,,,
40276,1106839,0.055595,0.184333,9.81481,0.025528,0.013423,0.028937,,,,0.001452,-0.000779,0.002178,,,,,,,0.000139,0.000461,0.024537,1,0.000002,-0.000001,0.000003,,0.999955,0.00869,-0.001566,-0.003527,0.996395,-0.175874,-0.405681,0.99997,-0.00708,0.00307,0.007026,0.999824,0.017389,-0.003192,-0.017367,0.999844,,,,,,,30.29,,,
40277,1106864,0.007943,0.159367,9.815907,-0.022203,-0.011095,0.029455,,,,-0.00163,0.00178,-0.001787,,,,,,,0.00002,0.000399,0.02454,1,-0.000002,0.000002,-0.000002,,0.999955,0.008687,-0.001564,-0.003528,0.996097,-0.175676,-0.405846,0.99997,-0.007083,0.003066,0.007029,0.999824,0.017384,-0.003189,-0.017362,0.999844,,,,,,,30.29,,,
40278,1106889,0.0444,0.171163,9.809973,0.014288,0.000604,0.023835,,,,-0.001836,-0.00024,0.000583,,,,,,,0.000111,0.000428,0.024525,1,-0.000002,0,0.000001,,0.999955,0.008684,-0.001565,-0.003528,0.995784,-0.175772,-0.405831,0.99997,-0.007083,0.003068,0.007029,0.999824,0.017379,-0.00319,-0.017357,0.999844,,,,,,,30.29,,,
40279,1106914,0.065532,0.153803,9.782911,0.035303,-0.016372,-0.003458,,,,-0.00197,-0.001553,0.001454,,,,-0.216787,-0.276658,0.378874,0.000164,0.000385,0.024457,1,-0.000002,-0.000002,0.000002,100254,0.999955,0.008681,-0.001567,-0.003527,0.995451,-0.176059,-0.405694,0.99997,-0.007081,0.003073,0.007026,0.999824,0.017373,-0.003195,-0.017351,0.999844,,,,,,,30.3,,,
40280,1106939,0.006968,0.167589,9.825373,-0.023235,-0.002912,0.039057,,,,-0.000787,0.000725,0.000448,,,,,,,0.000017,0.000419,0.024563,1,-0.000001,0.000001,0.000001,,0.999955,0.00868,-0.001567,-0.003527,0.995288,-0.176017,-0.405696,0.99997,-0.007081,0.003072,0.007026,0.999824,0.01737,-0.003195,-0.017348,0.999844,,,,,,,30.3,,,
40281,1106964,0.069335,0.167435,9.831788,0.03922,-0.003377,0.045661,,,,-0.005093,0.00283,0.002321,,,,,,,0.000174,0.000419,0.024579,1,-0.000006,0.000004,0.000003,,0.999955,0.008673,-0.001564,-0.003523,0.994492,-0.175678,-0.405274,0.99997,-0.007073,0.003066,0.007019,0.999825,0.017356,-0.003188,-0.017334,0.999845,,,,,,,30.3,,,
40282,1106989,-0.025311,0.202435,9.79867,-0.055217,0.032757,0.012863,,,,-0.000252,-0.001308,0.001258,,,,,,,-0.000063,0.000506,0.024497,1,0,-0.000002,0.000002,,0.999955,0.008672,-0.001566,-0.003522,0.994405,-0.17593,-0.405165,0.99997,-0.007071,0.003071,0.007017,0.999825,0.017355,-0.003193,-0.017333,0.999845,,,,,,,30.3,,,
40283,1107014,0.0521,0.088412,9.781431,0.021314,-0.081599,-0.006113,,,,0.002203,-0.003128,0.000689,,,,-0.217717,-0.279121,0.379866,0.00013,0.000221,0.024454,1,0.000003,-0.000004,0.000001,100254,0.999955,0.008675,-0.00157,-0.003522,0.99467,-0.17644,-0.405141,0.99997,-0.007071,0.003079,0.007016,0.999825,0.017359,-0.003202,-0.017337,0.999845,,,,,,,30.29,,,
40284,1107039,0.042581,0.198212,9.796691,0.012489,0.028017,0.011021,,,,0.000613,-0.001928,0.000609,,,,,,,0.000106,0.000495,0.024492,1,0.000001,-0.000002,0.000001,,0.999955,0.008675,-0.001573,-0.003522,0.994708,-0.176778,-0.405127,0.99997,-0.007071,0.003085,0.007016,0.999825,0.01736,-0.003208,-0.017338,0.999845,,,,,,,30.29,,,
40285,1107064,-0.009401,0.138401,9.821222,-0.040082,-0.031955,0.03435,,,,0.002866,-0.002642,-0.001185,,,,,,,-0.000024,0.000346,0.024553,1,0.000004,-0.000003,-0.000001,,0.999955,0.008678,-0.001577,-0.003523,0.995054,-0.177216,-0.40525,0.99997,-0.007073,0.003093,0.007018,0.999825,0.017366,-0.003215,-0.017344,0.999845,,,,,,,30.29,,,
40286,1107089,0.063316,0.188574,9.81262,0.033228,0.018238,0.026845,,,,-0.006449,0.003245,-0.00052,,,,,,,0.000158,0.000472,0.024532,1,-0.000008,0.000004,-0.000001,,0.999955,0.008669,-0.001574,-0.003524,0.99408,-0.17681,-0.405384,0.99997,-0.007075,0.003086,0.007021,0.999825,0.017349,-0.003208,-0.017327,0.999845,,,,,,,30.29,,,
40287,1107114,-0.000605,0.143304,9.792972,-0.031161,-0.026361,0.006216,,,,-0.000386,-0.002524,0.001352,,,,-0.218216,-0.278135,0.377382,-0.000002,0.000358,0.024482,1,0,-0.000003,0.000002,100254,0.999955,0.008668,-0.001577,-0.003523,0.993974,-0.177236,-0.405264,0.99997,-0.007073,0.003093,0.007018,0.999825,0.017347,-0.003215,-0.017325,0.999845,,,,,,,30.29,,,
40288,1107139,0.041279,0.160271,9.808064,0.010874,-0.010015,0.021729,,,,0.001203,0.000612,0.000028,,,,,,,0.000103,0.000401,0.02452,1,0.000002,0.000001,0,,0.999955,0.008669,-0.001577,-0.003524,0.994095,-0.177209,-0.405326,0.99997,-0.007074,0.003093,0.007019,0.999825,0.017349,-0.003215,-0.017327,0.999845,,,,,,,30.29,,,
40289,1107164,-0.011812,0.152232,9.779191,-0.042088,-0.017092,-0.007443,,,,-0.000916,0.002369,0.000248,,,,,,,-0.000029,0.000381,0.024448,1,-0.000001,0.000003,0,,0.999955,0.008668,-0.001575,-0.003523,0.9939,-0.176931,-0.405204,0.99997,-0.007072,0.003088,0.007017,0.999825,0.017346,-0.00321,-0.017324,0.999845,,,,,,,30.29,,,
40290,1107189,0.061244,0.189777,9.802796,0.030906,0.01966,0.017035,,,,-0.003083,-0.003661,0.000405,,,,,,,0.000153,0.000475,0.024507,1,-0.000004,-0.000005,0.000001,,0.999955,0.008663,-0.00158,-0.003523,0.993407,-0.177517,-0.405222,0.99997,-0.007072,0.003098,0.007018,0.999825,0.017337,-0.00322,-0.017315,0.999845,,,,,,,30.29,,,
