PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,AccHR_X,AccHR_Y,AccHR_Z,Gyr_X,Gyr_Y,Gyr_Z,GyrHR_X,GyrHR_Y,GyrHR_Z,Mag_X,Mag_Y,Mag_Z,VelInc_X,VelInc_Y,VelInc_Z,OriInc_q0,OriInc_q1,OriInc_q2,OriInc_q3,Pressure,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Mat[1][1],Mat[2][1],Mat[3][1],Mat[1][2],Mat[2][2],Mat[3][2],Mat[1][3],Mat[2][3],Mat[3][3],Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U,Temperature,GyrTemp_X,GyrTemp_Y,GyrTemp_Z
41227,1130614,0.072411,0.534219,9.571445,0.052912,0.370218,-0.208401,,,,-0.042096,0.01469,-0.002125,,,,-0.218771,-0.270215,0.383775,0.000182,0.001338,0.023928,1,-0.000053,0.000018,-0.000003,100250,0.999957,0.008595,-0.001187,-0.003191,0.98541,-0.132869,-0.366766,0.999977,-0.006401,0.002319,0.00636,0.999832,0.017198,-0.002429,-0.017183,0.99985,,,,,,,30.34,,,
41228,1130639,-0.639831,0.667341,9.751959,-0.659293,0.505677,-0.02734,,,,-0.038804,-0.00055,-0.000432,,,,,,,-0.0016,0.001671,0.02438,1,-0.000049,-0.000001,-0.000001,,0.999958,0.008546,-0.001188,-0.003187,0.979752,-0.133004,-0.366388,0.999977,-0.006395,0.002321,0.006354,0.999834,0.017099,-0.00243,-0.017084,0.999851,,,,,,,30.34,,,
41229,1130664,0.231298,0.084211,10.052952,0.207231,-0.086578,0.265735,,,,-0.048476,-0.00324,-0.007667,,,,,,,0.000578,0.000214,0.025132,1,-0.000061,-0.000004,-0.00001,,0.999958,0.008485,-0.001192,-0.003198,0.972759,-0.133509,-0.367561,0.999977,-0.006415,0.00233,0.006375,0.999836,0.016977,-0.002439,-0.016962,0.999853,,,,,,,30.34,,,
41230,1130689,0.426381,-0.402299,9.777966,0.400779,-0.568346,-0.016917,,,,-0.050321,0.016802,0.00161,,,,,,,0.001067,-0.001003,0.024445,1,-0.000063,0.000021,0.000002,,0.999959,0.008422,-0.001172,-0.003196,0.965498,-0.131167,-0.367358,0.999977,-0.006412,0.002289,0.006372,0.999838,0.01685,-0.002397,-0.016835,0.999855,,,,,,,30.34,,,
41231,1130714,-0.473271,-1.002203,9.363333,-0.501601,-1.154463,-0.443419,,,,-0.046429,0.010274,0.003319,,,,-0.220732,-0.267243,0.382258,-0.001183,-0.002503,0.023409,1,-0.000058,0.000013,0.000004,100253,0.999959,0.008363,-0.001159,-0.003192,0.958794,-0.129764,-0.366926,0.999977,-0.006404,0.002265,0.006365,0.99984,0.016733,-0.002372,-0.016718,0.999857,,,,,,,30.33,,,
41232,1130739,-0.223801,-0.7512,9.497066,-0.251401,-0.906421,-0.304903,,,,-0.041735,-0.00596,-0.002097,,,,,,,-0.00056,-0.001876,0.023743,1,-0.000052,-0.000007,-0.000003,,0.99996,0.008311,-0.001167,-0.003196,0.952764,-0.130673,-0.367308,0.999977,-0.006411,0.002281,0.006372,0.999841,0.016628,-0.002387,-0.016613,0.999859,,,,,,,30.33,,,
41233,1130764,0.367096,-1.2864,9.573189,0.336369,-1.445921,-0.236193,,,,-0.034434,0.006919,-0.000368,,,,,,,0.000918,-0.003214,0.023933,1,-0.000043,0.000009,0,,0.99996,0.008267,-0.001159,-0.003192,0.94773,-0.129738,-0.366887,0.999977,-0.006403,0.002264,0.006365,0.999843,0.01654,-0.00237,-0.016525,0.999861,,,,,,,30.33,,,
41234,1130789,-0.350053,-1.146445,9.539029,-0.379663,-1.300102,-0.269551,,,,-0.032189,0.006955,-0.005588,,,,,,,-0.000875,-0.002864,0.023848,1,-0.00004,0.000009,-0.000007,,0.99996,0.008226,-0.00115,-0.0032,0.943069,-0.128789,-0.367739,0.999977,-0.006418,0.002248,0.00638,0.999844,0.016459,-0.002353,-0.016444,0.999862,,,,,,,30.33,,,
41235,1130814,-0.020051,-1.784028,9.262239,-0.053531,-1.934793,-0.55593,,,,-0.02424,-0.00634,0.000896,,,,-0.218344,-0.265773,0.382769,-0.00005,-0.004459,0.023156,1,-0.00003,-0.000008,0.000001,100250,0.999961,0.008195,-0.001159,-0.003199,0.939544,-0.129759,-0.367693,0.999977,-0.006417,0.002265,0.006379,0.999845,0.016397,-0.00237,-0.016383,0.999863,,,,,,,30.33,,,
41236,1130839,0.218238,-1.995486,9.257656,0.183755,-2.147811,-0.563462,,,,-0.008963,0.004273,0.001317,,,,,,,0.000546,-0.004988,0.023144,1,-0.000011,0.000005,0.000002,,0.999961,0.008184,-0.001154,-0.003198,0.938207,-0.129211,-0.367562,0.999977,-0.006415,0.002255,0.006377,0.999846,0.016374,-0.00236,-0.016359,0.999863,,,,,,,30.33,,,
41237,1130864,-0.2279,-1.645669,9.333268,-0.260144,-1.796551,-0.483163,,,,-0.001261,0.006924,-0.005649,,,,,,,-0.000569,-0.004114,0.023333,1,-0.000002,0.000009,-0.000007,,0.999961,0.008181,-0.001146,-0.003201,0.937922,-0.128262,-0.367913,0.999977,-0.006421,0.002239,0.006384,0.999846,0.016369,-0.002343,-0.016354,0.999864,,,,,,,30.33,,,
41238,1130889,-0.24949,-1.827342,9.401884,-0.283332,-1.97933,-0.417617,,,,0.002768,-0.00257,-0.000441,,,,,,,-0.000624,-0.004569,0.023505,1,0.000003,-0.000003,-0.000001,,0.999961,0.008184,-0.001149,-0.003203,0.938266,-0.12869,-0.36805,0.999977,-0.006424,0.002246,0.006386,0.999846,0.016375,-0.002351,-0.01636,0.999864,,,,,,,30.33,,,
41239,1130914,0.541148,-2.486926,9.186133,0.503705,-2.641039,-0.642564,,,,0.016365,0.001677,-0.000025,,,,-0.218798,-0.268242,0.382281,0.001353,-0.006218,0.022965,1,0.00002,0.000002,0,100258,0.999961,0.008204,-0.001148,-0.003203,0.940557,-0.12851,-0.368117,0.999977,-0.006425,0.002243,0.006387,0.999845,0.016415,-0.002348,-0.0164,0.999863,,,,,,,30.35,,,
41240,1130939,-0.19373,-1.676809,9.128496,-0.225445,-1.826832,-0.68879,,,,0.0401,0.00871,0.007329,,,,,,,-0.000484,-0.004194,0.022821,1,0.00005,0.000011,0.000009,,0.99996,0.008254,-0.001138,-0.003194,0.946247,-0.12734,-0.367115,0.999977,-0.006407,0.002223,0.00637,0.999843,0.016514,-0.002328,-0.0165,0.999861,,,,,,,30.35,,,
41241,1130964,-0.367367,-1.868382,9.208696,-0.400877,-2.019428,-0.612368,,,,0.038708,-0.003672,0.00025,,,,,,,-0.000919,-0.004673,0.023021,1,0.000048,-0.000005,0,,0.99996,0.008301,-0.001143,-0.003189,0.951677,-0.127923,-0.366564,0.999977,-0.006398,0.002233,0.00636,0.999842,0.016609,-0.002339,-0.016595,0.999859,,,,,,,30.35,,,
41242,1130989,0.26396,-1.030433,9.532028,0.235104,-1.192858,-0.273897,,,,0.057601,0.000431,0.002637,,,,,,,0.00066,-0.00258,0.02383,1,0.000072,0.000001,0.000003,,0.999959,0.008373,-0.001143,-0.003187,0.959875,-0.127928,-0.366253,0.999977,-0.006392,0.002233,0.006354,0.999839,0.016752,-0.002339,-0.016738,0.999857,,,,,,,30.35,,,
41243,1131014,0.356663,-0.238776,9.893556,0.332211,-0.40979,0.10108,,,,0.065023,0.005003,0.011451,,,,-0.218338,-0.266267,0.382771,0.000892,-0.000601,0.024734,1,0.000081,0.000006,0.000014,100257,0.999959,0.008454,-0.001138,-0.003173,0.969132,-0.1273,-0.364669,0.999977,-0.006365,0.002222,0.006326,0.999837,0.016914,-0.002329,-0.016899,0.999854,,,,,,,30.34,,,
41244,1131039,-0.384651,0.582778,10.055532,-0.40434,0.41324,0.275431,,,,0.039143,0.001635,0.004765,,,,,,,-0.000962,0.001454,0.025139,1,0.000049,0.000002,0.000006,,0.999958,0.008502,-0.001136,-0.003167,0.974685,-0.127137,-0.364051,0.999977,-0.006354,0.002219,0.006315,0.999835,0.017011,-0.002327,-0.016996,0.999853,,,,,,,30.34,,,
41245,1131064,0.084853,-0.072692,9.518203,0.062071,-0.23735,-0.272025,,,,0.050221,-0.003044,0.005641,,,,,,,0.000212,-0.000185,0.023795,1,0.000063,-0.000004,0.000007,,0.999958,0.008564,-0.001141,-0.003155,0.981758,-0.127643,-0.362647,0.999977,-0.006329,0.002228,0.00629,0.999833,0.017134,-0.002336,-0.01712,0.999851,,,,,,,30.34,,,
41246,1131089,0.088795,0.718076,9.613845,0.070897,0.550186,-0.162659,,,,0.054938,0.002266,0.00818,,,,,,,0.000222,0.001792,0.024035,1,0.000069,0.000003,0.00001,,0.999957,0.008632,-0.001139,-0.003145,0.989573,-0.127399,-0.361538,0.999978,-0.00631,0.002224,0.006271,0.999831,0.01727,-0.002332,-0.017256,0.999848,,,,,,,30.34,,,
41247,1131114,0.0763,1.132058,9.99195,0.059951,0.956358,0.222686,,,,0.052472,-0.001664,0.004249,,,,-0.214525,-0.263821,0.381312,0.000191,0.002827,0.02498,1,0.000066,-0.000002,0.000005,100257,0.999957,0.008697,-0.001142,-0.003141,0.997035,-0.127708,-0.361001,0.999978,-0.006301,0.002229,0.006261,0.999829,0.017401,-0.002338,-0.017386,0.999846,,,,,,,30.34,,,
41248,1131139,-0.226383,2.346684,10.368583,-0.236044,2.165732,0.619948,,,,0.033113,-0.001062,0.002614,,,,,,,-0.000566,0.005865,0.025922,1,0.000041,-0.000001,0.000003,,0.999956,0.008738,-0.001144,-0.003138,1.001725,-0.127927,-0.360698,0.999978,-0.006295,0.002233,0.006255,0.999828,0.017482,-0.002342,-0.017468,0.999845,,,,,,,30.34,,,
41249,1131164,0.521422,2.344794,10.372804,0.511874,2.15905,0.625802,,,,0.017484,0.003775,0.004561,,,,,,,0.001304,0.005861,0.025932,1,0.000022,0.000005,0.000006,,0.999956,0.008759,-0.00114,-0.003127,1.004111,-0.127455,-0.359416,0.999978,-0.006273,0.002225,0.006233,0.999827,0.017524,-0.002334,-0.01751,0.999844,,,,,,,30.34,,,
41250,1131189,-0.388619,2.432677,10.424299,-0.39751,2.253005,0.676547,,,,-0.015616,0.004881,-0.002009,,,,,,,-0.000971,0.006083,0.026061,1,-0.00002,0.000006,-0.000003,,0.999956,0.008739,-0.001134,-0.00313,1.001823,-0.126811,-0.359759,0.999978,-0.006279,0.002213,0.006239,0.999828,0.017484,-0.002323,-0.01747,0.999845,,,,,,,30.34,,,
41251,1131214,0.276426,1.268539,9.954307,0.261196,1.093781,0.187711,,,,-0.021681,-0.000283,-0.001134,,,,-0.22121,-0.26674,0.385221,0.000691,0.003173,0.024886,1,-0.000027,0,-0.000001,100247,0.999956,0.008711,-0.001135,-0.003132,0.998665,-0.126909,-0.35999,0.999978,-0.006283,0.002215,0.006243,0.999829,0.017429,-0.002324,-0.017415,0.999846,,,,,,,30.34,,,
41252,1131239,0.18755,1.030315,9.686957,0.171526,0.860923,-0.083946,,,,-0.013262,0.001559,0.000166,,,,,,,0.000469,0.002577,0.024217,1,-0.000017,0.000002,0,,0.999957,0.008694,-0.001133,-0.003132,0.996713,-0.126747,-0.36003,0.999978,-0.006284,0.002212,0.006244,0.999829,0.017395,-0.002321,-0.017381,0.999846,,,,,,,30.34,,,
41253,1131264,-0.215294,1.565189,10.096205,-0.22878,1.39193,0.333531,,,,-0.021942,0.004023,0.000932,,,,,,,-0.000538,0.003914,0.02524,1,-0.000027,0.000005,0.000001,,0.999957,0.008666,-0.001129,-0.003126,0.993458,-0.12623,-0.359323,0.999978,-0.006271,0.002203,0.006232,0.99983,0.017338,-0.002311,-0.017324,0.999847,,,,,,,30.34,,,
41254,1131289,0.092985,1.39367,10.421159,0.077477,1.214495,0.655962,,,,-0.041407,-0.001952,-0.000463,,,,,,,0.000232,0.003487,0.026053,1,-0.000052,-0.000002,-0.000001,,0.999957,0.008614,-0.001132,-0.003127,0.987475,-0.126569,-0.359462,0.999978,-0.006274,0.002209,0.006235,0.999832,0.017234,-0.002317,-0.01722,0.999849,,,,,,,30.34,,,
41255,1131314,0.376769,1.028502,10.185907,0.359822,0.85376,0.414933,,,,-0.062445,0.004337,-0.005077,,,,-0.217909,-0.261824,0.382755,0.000942,0.002575,0.025464,1,-0.000078,0.000005,-0.000006,100249,0.999958,0.008535,-0.001126,-0.003134,0.978479,-0.125996,-0.360247,0.999978,-0.006287,0.002199,0.006249,0.999835,0.017077,-0.002306,-0.017063,0.999852,,,,,,,30.33,,,
41256,1131339,0.087602,-0.109536,9.600529,0.065381,-0.270754,-0.190207,,,,-0.064845,0.012619,0.001136,,,,,,,0.00022,-0.00027,0.024001,1,-0.000081,0.000016,0.000001,,0.999959,0.008454,-0.001111,-0.003133,0.969138,-0.124251,-0.360121,0.999978,-0.006285,0.002169,0.006248,0.999838,0.016914,-0.002275,-0.0169,0.999855,,,,,,,30.33,,,
41257,1131364,-0.431031,-0.093917,9.534915,-0.453211,-0.249298,-0.256632,,,,-0.062957,0.001799,-0.00504,,,,,,,-0.001077,-0.000231,0.023837,1,-0.000079,0.000002,-0.000006,,0.999959,0.008374,-0.001109,-0.003135,0.960016,-0.124039,-0.360331,0.999978,-0.006289,0.002165,0.006252,0.99984,0.016755,-0.00227,-0.016741,0.999857,,,,,,,30.33,,,
41258,1131389,0.409618,-1.337726,9.443112,0.379585,-1.495144,-0.366992,,,,-0.063996,-0.004458,-0.001426,,,,,,,0.001024,-0.003341,0.023608,1,-0.00008,-0.000006,-0.000002,,0.99996,0.008294,-0.001115,-0.003138,0.950797,-0.124734,-0.360614,0.999978,-0.006294,0.002177,0.006257,0.999843,0.016594,-0.002281,-0.01658,0.99986,,,,,,,30.33,,,
41259,1131414,0.109916,-0.501313,9.629943,0.085648,-0.659642,-0.16708,,,,-0.0402,0.017548,0.00113,,,,-0.218357,-0.264288,0.384247,0.000276,-0.001251,0.024075,1,-0.00005,0.000022,0.000001,100256,0.99996,0.008243,-0.001093,-0.003137,0.944986,-0.122284,-0.360478,0.999978,-0.006291,0.002134,0.006255,0.999844,0.016492,-0.002238,-0.016479,0.999862,,,,,,,30.34,,,
41260,1131439,-0.268856,-1.64532,9.315927,-0.299871,-1.794267,-0.500281,,,,-0.055942,0.00323,-0.003062,,,,,,,-0.000672,-0.00411,0.02329,1,-0.00007,0.000004,-0.000004,,0.999961,0.008173,-0.001089,-0.003141,0.936921,-0.121875,-0.360977,0.999978,-0.0063,0.002127,0.006265,0.999847,0.016352,-0.00223,-0.016338,0.999864,,,,,,,30.34,,,
41261,1131464,-0.068459,-1.790343,9.175387,-0.099967,-1.937979,-0.642666,,,,-0.033702,0.003708,-0.001077,,,,,,,-0.000171,-0.004474,0.022939,1,-0.000042,0.000005,-0.000001,,0.999962,0.00813,-0.001085,-0.003138,0.931984,-0.121399,-0.360639,0.999978,-0.006294,0.002119,0.006259,0.999848,0.016265,-0.002221,-0.016252,0.999866,,,,,,,30.34,,,
41262,1131489,0.156771,-2.1859,9.105748,0.123251,-2.333657,-0.718198,,,,-0.01913,0.008375,0.002364,,,,,,,0.000392,-0.005464,0.022765,1,-0.000024,0.00001,0.000003,,0.999962,0.008105,-0.001075,-0.003136,0.929191,-0.120265,-0.360349,0.999978,-0.006289,0.002099,0.006254,0.999849,0.016217,-0.002201,-0.016203,0.999866,,,,,,,30.34,,,
41263,1131514,-0.318237,-1.718687,9.312597,-0.34917,-1.867021,-0.504835,,,,-0.006126,0.006763,0.001206,,,,-0.218378,-0.262809,0.382755,-0.000795,-0.004296,0.023282,1,-0.000008,0.000008,0.000002,100255,0.999962,0.008097,-0.001067,-0.003135,0.928261,-0.11936,-0.360228,0.999978,-0.006287,0.002083,0.006253,0.999849,0.0162,-0.002185,-0.016187,0.999867,,,,,,,30.34,,,
41264,1131539,-0.017811,-1.814914,9.356843,-0.049477,-1.965591,-0.46148,,,,-0.008193,0.003124,-0.00007,,,,,,,-0.000044,-0.004537,0.023392,1,-0.00001,0.000004,0,,0.999962,0.008087,-0.001064,-0.003136,0.927035,-0.118972,-0.360299,0.999978,-0.006288,0.002076,0.006254,0.99985,0.016179,-0.002178,-0.016166,0.999867,,,,,,,30.34,,,
41265,1131564,0.240865,-1.723607,9.238492,0.210404,-1.874738,-0.577963,,,,0.012203,0.008655,0.005553,,,,,,,0.000603,-0.00431,0.023096,1,0.000015,0.000011,0.000007,,0.999962,0.008101,-0.001053,-0.003123,0.928667,-0.117802,-0.358862,0.999978,-0.006263,0.002056,0.006229,0.999849,0.016208,-0.002157,-0.016194,0.999866,,,,,,,30.34,,,
41266,1131589,-0.259567,-1.873407,9.023576,-0.29025,-2.01888,-0.796512,,,,0.028122,0.01073,-0.000653,,,,,,,-0.000648,-0.004685,0.022559,1,0.000035,0.000013,-0.000001,,0.999961,0.008136,-0.001041,-0.003124,0.932643,-0.116324,-0.358999,0.999978,-0.006266,0.00203,0.006232,0.999848,0.016277,-0.002132,-0.016264,0.999865,,,,,,,30.34,,,
41267,1131614,-0.484457,-1.022671,9.377348,-0.511242,-1.173307,-0.429452,,,,0.02845,-0.00874,0.00184,,,,-0.217877,-0.264291,0.384252,-0.001212,-0.002558,0.023443,1,0.000036,-0.000011,0.000002,100245,0.999961,0.008171,-0.001052,-0.003123,0.936665,-0.11764,-0.358823,0.999978,-0.006263,0.002053,0.006228,0.999847,0.016347,-0.002155,-0.016334,0.999864,,,,,,,30.33,,,
41268,1131639,0.832873,-1.112265,9.502116,0.805587,-1.275464,-0.303775,,,,0.063335,0.002579,0.010306,,,,,,,0.002082,-0.002784,0.023755,1,0.000079,0.000003,0.000013,,0.999961,0.008249,-0.00105,-0.00311,0.945681,-0.117355,-0.357409,0.999978,-0.006238,0.002048,0.006203,0.999844,0.016504,-0.002151,-0.016491,0.999862,,,,,,,30.33,,,
41269,1131664,-0.36579,0.670382,9.959706,-0.382731,0.506623,0.18102,,,,0.034194,0.007316,0.004055,,,,,,,-0.000914,0.001674,0.024899,1,0.000043,0.000009,0.000005,,0.99996,0.008291,-0.001041,-0.0031,0.950456,-0.116373,-0.356202,0.999979,-0.006217,0.002031,0.006182,0.999843,0.016588,-0.002134,-0.016575,0.99986,,,,,,,30.33,,,
41270,1131689,-0.184613,-0.694613,9.549064,-0.209302,-0.853414,-0.252048,,,,0.037795,0.000238,-0.000277,,,,,,,-0.000462,-0.001739,0.023872,1,0.000047,0,0,,0.99996,0.008338,-0.001042,-0.003101,0.955818,-0.116399,-0.356309,0.999978,-0.006219,0.002032,0.006184,0.999842,0.016681,-0.002135,-0.016668,0.999859,,,,,,,30.33,,,
41271,1131714,0.203181,0.127017,9.53432,0.183477,-0.035245,-0.252222,,,,0.043549,-0.001997,0.002646,,,,-0.216,-0.259851,0.38623,0.000508,0.000315,0.023836,1,0.000054,-0.000002,0.000003,100246,0.999959,0.008392,-0.001045,-0.003098,0.962003,-0.116752,-0.356003,0.999978,-0.006213,0.002038,0.006178,0.99984,0.016789,-0.002142,-0.016776,0.999857,,,,,,,30.33,,,
41272,1131739,0.037554,0.783569,9.925757,0.021478,0.614547,0.149979,,,,0.043499,0.007796,0.003149,,,,,,,0.000094,0.001956,0.024815,1,0.000054,0.00001,0.000004,,0.999959,0.008446,-0.001036,-0.003095,0.96818,-0.115703,-0.355601,0.999978,-0.006206,0.002019,0.006171,0.999838,0.016897,-0.002124,-0.016884,0.999855,,,,,,,30.33,,,
41273,1131764,-0.378249,0.450664,10.131248,-0.396962,0.281228,0.348931,,,,0.013574,0.000639,-0.004773,,,,,,,-0.000946,0.001126,0.025328,1,0.000017,0.000001,-0.000006,,0.999959,0.008462,-0.001036,-0.003095,0.970002,-0.115657,-0.355629,0.999979,-0.006207,0.002019,0.006172,0.999838,0.016929,-0.002123,-0.016916,0.999855,,,,,,,30.33,,,
41274,1131789,0.521672,0.071054,9.606382,0.501744,-0.096075,-0.180492,,,,0.029395,0.001522,0.007256,,,,,,,0.001304,0.000176,0.024016,1,0.000037,0.000002,0.000009,,0.999959,0.008498,-0.001034,-0.003086,0.974158,-0.115517,-0.354654,0.999979,-0.00619,0.002016,0.006155,0.999837,0.017001,-0.002121,-0.016989,0.999854,,,,,,,30.33,,,
41275,1131814,-0.05916,0.863326,9.80027,-0.074208,0.696619,0.025706,,,,0.009211,0.009621,0.006019,,,,-0.216958,-0.26084,0.383255,-0.000147,0.002158,0.024501,1,0.000012,0.000012,0.000008,100256,0.999959,0.008509,-0.001023,-0.003079,0.975423,-0.114214,-0.353836,0.999979,-0.006176,0.001993,0.006141,0.999836,0.017023,-0.002098,-0.017011,0.999853,,,,,,,30.34,,,
41276,1131839,-0.199048,0.591675,10.008838,-0.21626,0.421867,0.229356,,,,0.013954,0.003479,-0.000247,,,,,,,-0.000497,0.001478,0.025022,1,0.000017,0.000004,0,,0.999958,0.008526,-0.001019,-0.00308,0.97737,-0.113775,-0.353931,0.999979,-0.006177,0.001986,0.006142,0.999836,0.017057,-0.002091,-0.017045,0.999853,,,,,,,30.34,,,
41277,1131864,0.131619,0.453968,9.910524,0.113498,0.284771,0.129332,,,,-0.011782,-0.00345,-0.001508,,,,,,,0.000329,0.001136,0.024776,1,-0.000015,-0.000004,-0.000002,,0.999959,0.00851,-0.001024,-0.003077,0.975561,-0.114322,-0.353537,0.999979,-0.00617,0.001995,0.006135,0.999836,0.017026,-0.0021,-0.017013,0.999853,,,,,,,30.34,,,
41278,1131889,0.580902,-0.578806,9.419869,0.557972,-0.742836,-0.377976,,,,0.006761,0.008751,0.00918,,,,,,,0.001453,-0.001447,0.02355,1,0.000008,0.000011,0.000011,,0.999959,0.008518,-0.001014,-0.003066,0.976475,-0.113151,-0.352269,0.999979,-0.006148,0.001975,0.006114,0.999836,0.017042,-0.002079,-0.017029,0.999853,,,,,,,30.34,,,
41279,1131914,-0.674864,0.495925,9.688536,-0.691656,0.335134,-0.093476,,,,-0.002207,0.00662,-0.002202,,,,-0.215535,-0.259866,0.380294,-0.001687,0.00124,0.024221,1,-0.000003,0.000008,-0.000003,100257,0.999959,0.008515,-0.001006,-0.003069,0.976107,-0.112258,-0.352636,0.999979,-0.006155,0.001959,0.00612,0.999836,0.017035,-0.002064,-0.017023,0.999853,,,,,,,30.34,,,
41280,1131939,0.008346,-0.55043,9.590004,-0.014982,-0.71359,-0.208483,,,,-0.000697,-0.002865,-0.002944,,,,,,,0.000021,-0.001376,0.023975,1,-0.000001,-0.000004,-0.000004,,0.999959,0.008514,-0.00101,-0.003073,0.975955,-0.112722,-0.353132,0.999979,-0.006163,0.001967,0.006129,0.999836,0.017033,-0.002072,-0.01702,0.999853,,,,,,,30.34,,,
41281,1131964,0.544014,-0.585069,9.54997,0.520968,-0.751096,-0.248086,,,,0.005765,0.007018,0.005955,,,,,,,0.00136,-0.001463,0.023875,1,0.000007,0.000009,0.000007,,0.999959,0.00852,-0.001002,-0.00306,0.976657,-0.111787,-0.351665,0.999979,-0.006138,0.001951,0.006104,0.999836,0.017045,-0.002055,-0.017033,0.999853,,,,,,,30.34,,,
41282,1131989,-0.192946,-0.219186,9.45764,-0.213089,-0.379932,-0.335608,,,,0.018772,0.013772,0.003461,,,,,,,-0.000482,-0.000549,0.023644,1,0.000023,0.000017,0.000004,,0.999958,0.008543,-0.000985,-0.003057,0.979292,-0.109883,-0.351203,0.999979,-0.00613,0.001918,0.006096,0.999835,0.017091,-0.002022,-0.017079,0.999852,,,,,,,30.34,,,
41283,1132014,-0.567346,0.598173,9.916693,-0.583894,0.432292,0.136627,,,,-0.001468,-0.002991,-0.004965,,,,-0.217925,-0.260341,0.383243,-0.001419,0.001496,0.024792,1,-0.000002,-0.000004,-0.000006,100255,0.999958,0.008541,-0.000989,-0.003063,0.979031,-0.11036,-0.35199,0.999979,-0.006143,0.001926,0.00611,0.999835,0.017086,-0.002031,-0.017074,0.999852,,,,,,,30.34,,,
41284,1132039,0.720459,0.30437,10.028382,0.701763,0.128769,0.245779,,,,-0.001082,-0.002824,0.0088,,,,,,,0.001801,0.000761,0.025071,1,-0.000001,-0.000004,0.000011,,0.999958,0.008539,-0.000993,-0.003053,0.978821,-0.110846,-0.350804,0.999979,-0.006123,0.001935,0.006089,0.999836,0.017083,-0.002039,-0.017071,0.999852,,,,,,,30.34,,,
41285,1132064,0.130752,0.271071,9.615191,0.11377,0.106182,-0.169079,,,,-0.001371,0.020819,0.00458,,,,,,,0.000328,0.000678,0.024038,1,-0.000002,0.000026,0.000006,,0.999959,0.008536,-0.000968,-0.003041,0.978501,-0.107931,-0.34945,0.99998,-0.006099,0.001884,0.006066,0.999836,0.017077,-0.001988,-0.017065,0.999852,,,,,,,30.34,,,
41286,1132089,-0.766524,0.165756,9.454033,-0.784102,0.009737,-0.333679,,,,-0.013667,0.004376,-0.001828,,,,,,,-0.001916,0.000415,0.023635,1,-0.000017,0.000005,-0.000002,,0.999959,0.008518,-0.000963,-0.003044,0.976491,-0.107361,-0.349769,0.99998,-0.006105,0.001874,0.006072,0.999836,0.017042,-0.001978,-0.01703,0.999853,,,,,,,30.34,,,
41287,1132114,0.645072,-0.182213,9.458663,0.624969,-0.34821,-0.332362,,,,0.022081,-0.005445,0.006943,,,,-0.218882,-0.26083,0.382741,0.001612,-0.000457,0.023647,1,0.000028,-0.000007,0.000009,100249,0.999958,0.008546,-0.00097,-0.003036,0.9796,-0.108218,-0.348856,0.99998,-0.006089,0.001889,0.006055,0.999836,0.017096,-0.001993,-0.017085,0.999852,,,,,,,30.34,,,
41288,1132139,0.20378,1.721121,10.159427,0.194549,1.545753,0.400044,,,,0.0057,0.012348,0.001604,,,,,,,0.00051,0.004302,0.025399,1,0.000007,0.000015,0.000002,,0.999958,0.008552,-0.000955,-0.003035,0.980363,-0.106514,-0.348664,0.99998,-0.006085,0.001859,0.006053,0.999835,0.01711,-0.001963,-0.017098,0.999852,,,,,,,30.34,,,
41289,1132164,-0.598996,1.231609,10.298501,-0.611781,1.060357,0.529072,,,,-0.026084,-0.001056,-0.006565,,,,,,,-0.001498,0.003081,0.025746,1,-0.000033,-0.000001,-0.000008,,0.999959,0.008519,-0.000957,-0.003037,0.976507,-0.106706,-0.348952,0.99998,-0.00609,0.001862,0.006058,0.999837,0.017042,-0.001966,-0.017031,0.999853,,,,,,,30.34,,,
41290,1132189,0.405918,0.080842,9.687785,0.387367,-0.085747,-0.099218,,,,-0.017707,0.000616,0.005791,,,,,,,0.001015,0.000203,0.024219,1,-0.000022,0.000001,0.000007,,0.999959,0.008496,-0.000957,-0.00303,0.973916,-0.106692,-0.348189,0.99998,-0.006077,0.001862,0.006044,0.999837,0.016997,-0.001965,-0.016986,0.999854,,,,,,,30.34,,,
41291,1132214,0.277843,0.188328,9.497566,0.260891,0.026348,-0.287842,,,,-0.021964,0.012524,0.002807,,,,-0.216497,-0.258365,0.386713,0.000695,0.000472,0.023744,1,-0.000027,0.000016,0.000004,100251,0.999959,0.008468,-0.000942,-0.003027,0.970717,-0.104966,-0.347825,0.99998,-0.006071,0.001832,0.006039,0.999838,0.016941,-0.001935,-0.01693,0.999855,,,,,,,30.34,,,
41292,1132239,-0.625154,0.48845,9.832737,-0.641092,0.326715,0.050692,,,,-0.020529,0.002935,0.003643,,,,,,,-0.001563,0.001222,0.024582,1,-0.000026,0.000004,0.000005,,0.999959,0.008442,-0.000938,-0.003023,0.967723,-0.104615,-0.347364,0.99998,-0.006063,0.001826,0.006031,0.999839,0.016889,-0.001928,-0.016878,0.999856,,,,,,,30.34,,,
