PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,VelInc_X,VelInc_Y,VelInc_Z,OriInc_q0,OriInc_q1,OriInc_q2,OriInc_q3,Pressure,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Mat[1][1],Mat[2][1],Mat[3][1],Mat[1][2],Mat[2][2],Mat[3][2],Mat[1][3],Mat[2][3],Mat[3][3]
15407,4510608,-0.088578,0.178763,9.828327,-0.000161,0.007058,0.002135,-0.221127,-0.354149,0.399479,-0.000221,0.000447,0.024571,1,0,0.000009,0.000003,100638,0.999961,0.008398,-0.002586,-0.000846,0.9626,-0.295483,-0.099414,0.999985,-0.001735,0.005157,0.001648,0.999858,0.0168,-0.005186,-0.016791,0.999846
15408,4510633,0.181187,0.186351,9.793137,0.000163,-0.002418,0.002205,,,,0.000453,0.000466,0.024483,1,0,-0.000003,0.000003,,0.999961,0.008397,-0.002589,-0.000844,0.962513,-0.295828,-0.099149,0.999985,-0.00173,0.005163,0.001644,0.999858,0.016798,-0.005191,-0.016789,0.999846
15409,4510658,-0.230217,0.099057,9.778666,0.000701,-0.000986,0.000712,,,,-0.000576,0.000248,0.024447,1,0.000001,-0.000001,0.000001,,0.999961,0.008397,-0.00259,-0.000843,0.962499,-0.295934,-0.099124,0.999985,-0.00173,0.005165,0.001643,0.999858,0.016798,-0.005193,-0.016789,0.999846
15410,4510683,0.339703,0.17327,9.755778,-0.001602,-0.000235,-0.002761,,,,0.000849,0.000433,0.024389,1,-0.000002,0,-0.000003,,0.999961,0.008394,-0.00259,-0.000847,0.962163,-0.295955,-0.099565,0.999985,-0.001738,0.005165,0.001651,0.999858,0.016792,-0.005194,-0.016783,0.999846
15411,4510708,-0.281788,0.175909,9.813951,0.006946,-0.002868,-0.000165,-0.222102,-0.353157,0.398475,-0.000705,0.000439,0.024535,1,0.000009,-0.000004,0,100638,0.999961,0.008402,-0.002593,-0.000848,0.96305,-0.296359,-0.099641,0.999985,-0.001739,0.005172,0.001652,0.999857,0.016807,-0.005201,-0.016799,0.999845
15412,4510733,0.261833,0.11073,9.775402,-0.002664,0.002807,-0.003049,,,,0.000655,0.000277,0.024439,1,-0.000003,0.000004,-0.000004,,0.999961,0.008398,-0.00259,-0.000852,0.962563,-0.295944,-0.100116,0.999985,-0.001747,0.005165,0.00166,0.999858,0.016799,-0.005194,-0.01679,0.999846
15413,4510758,-0.118261,0.198519,9.857819,0.00628,-0.000733,0.000428,,,,-0.000296,0.000496,0.024645,1,0.000008,-0.000001,0.000001,,0.999961,0.008404,-0.00259,-0.000853,0.963348,-0.296013,-0.100202,0.999985,-0.001749,0.005166,0.001662,0.999857,0.016813,-0.005195,-0.016804,0.999845
15414,4510783,0.153169,0.078916,9.742906,-0.001973,0.003546,0.001439,,,,0.000383,0.000197,0.024357,1,-0.000002,0.000004,0.000002,,0.999961,0.008401,-0.002586,-0.000851,0.962956,-0.295502,-0.100033,0.999985,-0.001746,0.005157,0.001659,0.999857,0.016806,-0.005186,-0.016797,0.999845
15415,4510808,-0.178599,0.251293,9.814404,0.009672,-0.00872,0.00233,-0.223553,-0.352159,0.399446,-0.000447,0.000628,0.024536,1,0.000012,-0.000011,0.000003,100638,0.999961,0.008412,-0.002597,-0.000849,0.964232,-0.296751,-0.099765,0.999985,-0.001741,0.005179,0.001654,0.999857,0.016828,-0.005208,-0.016819,0.999845
15416,4510833,0.271661,0.042559,9.789136,0.001013,0.004577,-0.000645,,,,0.000679,0.000106,0.024473,1,0.000001,0.000006,-0.000001,,0.999961,0.008412,-0.002591,-0.00085,0.964269,-0.296088,-0.099891,0.999985,-0.001743,0.005168,0.001656,0.999857,0.016829,-0.005196,-0.01682,0.999845
15417,4510858,-0.130326,0.35306,9.842299,0.004213,-0.004447,0.003418,,,,-0.000326,0.000882,0.024606,1,0.000005,-0.000006,0.000004,,0.999961,0.008417,-0.002596,-0.000846,0.964756,-0.296695,-0.099501,0.999985,-0.001737,0.005178,0.001649,0.999857,0.016837,-0.005207,-0.016828,0.999845
15418,4510883,0.049334,-0.024658,9.766436,-0.004159,0.004695,-0.001928,,,,0.000124,-0.000061,0.024416,1,-0.000005,0.000006,-0.000002,,0.999961,0.008411,-0.00259,-0.000849,0.964054,-0.296012,-0.099811,0.999985,-0.001742,0.005166,0.001655,0.999857,0.016825,-0.005195,-0.016816,0.999845
15419,4510908,0.083726,0.403202,9.815924,0.005392,-0.006478,0.001667,-0.22021,-0.3507,0.397492,0.000209,0.001008,0.02454,1,0.000007,-0.000008,0.000002,100637,0.999961,0.008416,-0.002598,-0.000848,0.964717,-0.296938,-0.099633,0.999985,-0.001739,0.005183,0.001651,0.999857,0.016836,-0.005211,-0.016828,0.999845
15420,4510933,-0.124078,-0.049262,9.789658,-0.000207,0.00216,0.001002,,,,-0.00031,-0.000123,0.024474,1,0,0.000003,0.000001,,0.999961,0.008415,-0.002596,-0.000847,0.964578,-0.296625,-0.099529,0.999985,-0.001737,0.005177,0.00165,0.999857,0.016834,-0.005206,-0.016825,0.999845
15421,4510958,0.269975,0.366585,9.840627,0.004534,0.000408,0.00023,,,,0.000675,0.000916,0.024602,1,0.000006,0.000001,0,,0.999961,0.00842,-0.002595,-0.000847,0.965113,-0.296529,-0.099556,0.999985,-0.001738,0.005175,0.00165,0.999857,0.016843,-0.005204,-0.016835,0.999845
15422,4510983,-0.207947,-0.001144,9.804344,0.002921,-0.001061,0.001166,,,,-0.00052,-0.000003,0.024511,1,0.000004,-0.000001,0.000001,,0.999961,0.008423,-0.002596,-0.000846,0.965423,-0.296678,-0.099437,0.999985,-0.001735,0.005178,0.001648,0.999857,0.016849,-0.005206,-0.01684,0.999845
15423,4511008,0.172365,0.302072,9.7569,0.000762,0.002385,-0.002062,-0.223545,-0.352153,0.402416,0.000431,0.000755,0.024392,1,0.000001,0.000003,-0.000003,100632,0.999961,0.008423,-0.002593,-0.000849,0.965425,-0.296326,-0.099771,0.999985,-0.001741,0.005172,0.001654,0.999857,0.016849,-0.0052,-0.01684,0.999845
15424,4511033,-0.100261,0.022969,9.831691,0.004233,0.00122,0.002884,,,,-0.000251,0.000057,0.024579,1,0.000005,0.000002,0.000004,,0.999961,0.008427,-0.002592,-0.000846,0.965921,-0.296152,-0.0994,0.999985,-0.001735,0.005169,0.001647,0.999857,0.016857,-0.005197,-0.016849,0.999845
15425,4511058,0.172686,0.2672,9.848692,0.00018,0.002006,0.001434,,,,0.000432,0.000668,0.024622,1,0,0.000003,0.000002,,0.999961,0.008426,-0.002589,-0.000845,0.965832,-0.29583,-0.099285,0.999985,-0.001733,0.005163,0.001646,0.999857,0.016856,-0.005192,-0.016847,0.999845
15426,4511083,-0.064203,0.0991,9.7528,-0.000447,-0.006959,0.002258,,,,-0.000161,0.000248,0.024382,1,-0.000001,-0.000009,0.000003,,0.999961,0.008425,-0.002597,-0.000842,0.965658,-0.296827,-0.099024,0.999985,-0.001728,0.005181,0.001641,0.999857,0.016853,-0.005209,-0.016844,0.999845
15427,4511108,-0.052959,0.195426,9.827611,0.005586,0.003173,-0.000381,-0.225472,-0.352145,0.400913,-0.000132,0.000488,0.024569,1,0.000007,0.000004,0,100635,0.999961,0.008431,-0.002593,-0.000843,0.96635,-0.296365,-0.099116,0.999985,-0.00173,0.005173,0.001642,0.999856,0.016865,-0.005201,-0.016856,0.999844
15428,4511133,0.106045,0.14003,9.756635,-0.001679,-0.005694,0.000694,,,,0.000265,0.00035,0.024392,1,-0.000002,-0.000007,0.000001,,0.999961,0.008428,-0.002601,-0.000843,0.966001,-0.297176,-0.099075,0.999985,-0.001729,0.005187,0.001641,0.999856,0.016859,-0.005215,-0.01685,0.999844
15429,4511158,-0.073008,0.108058,9.80773,0.000264,0.003105,-0.000228,,,,-0.000182,0.00027,0.024519,1,0,0.000004,0,,0.999961,0.008427,-0.002596,-0.000843,0.965924,-0.296694,-0.099144,0.999985,-0.00173,0.005178,0.001643,0.999857,0.016858,-0.005207,-0.016849,0.999845
15430,4511183,0.213575,0.260929,9.825185,-0.005636,-0.000925,0.001331,,,,0.000534,0.000653,0.024563,1,-0.000007,-0.000001,0.000002,,0.999961,0.008419,-0.002597,-0.000842,0.965008,-0.296823,-0.099001,0.999985,-0.001728,0.005181,0.00164,0.999857,0.016842,-0.005209,-0.016833,0.999845
15431,4511208,-0.177402,0.05837,9.760928,0.003145,-0.000218,0.000272,-0.22402,-0.352644,0.402414,-0.000444,0.000146,0.024402,1,0.000004,0,0,100644,0.999961,0.008422,-0.002598,-0.000842,0.96535,-0.296849,-0.099007,0.999985,-0.001728,0.005181,0.00164,0.999857,0.016848,-0.005209,-0.016839,0.999845
15432,4511233,0.26427,0.217529,9.794312,-0.003086,0.003593,-0.000145,,,,0.000661,0.000544,0.024486,1,-0.000004,0.000004,0,,0.999961,0.008417,-0.002593,-0.000843,0.9648,-0.296328,-0.099064,0.999985,-0.001729,0.005172,0.001642,0.999857,0.016838,-0.0052,-0.016829,0.999845
15433,4511258,-0.09184,0.111022,9.811022,0.001547,-0.006729,0.000627,,,,-0.00023,0.000277,0.024528,1,0.000002,-0.000008,0.000001,,0.999961,0.008418,-0.002601,-0.000843,0.964907,-0.297256,-0.099089,0.999985,-0.001729,0.005188,0.001642,0.999857,0.01684,-0.005216,-0.016831,0.999845
15434,4511283,0.063455,0.175374,9.790757,-0.004183,0.007314,0.000358,,,,0.000159,0.000439,0.024477,1,-0.000005,0.000009,0,,0.999961,0.008412,-0.002592,-0.000843,0.964199,-0.296204,-0.099065,0.999985,-0.001729,0.00517,0.001642,0.999857,0.016827,-0.005198,-0.016819,0.999845
15435,4511308,-0.061689,0.219593,9.828089,0.004276,-0.00439,0.001696,-0.223074,-0.351665,0.400934,-0.000154,0.000549,0.02457,1,0.000005,-0.000005,0.000002,100644,0.999961,0.008416,-0.002598,-0.000841,0.964702,-0.296831,-0.098878,0.999985,-0.001726,0.005181,0.001638,0.999857,0.016836,-0.005209,-0.016827,0.999845
15436,4511333,0.067409,0.117883,9.781575,0.00133,0.003531,-0.001717,,,,0.000169,0.000295,0.024454,1,0.000002,0.000004,-0.000002,,0.999961,0.008417,-0.002593,-0.000844,0.964786,-0.296315,-0.09916,0.999985,-0.001731,0.005172,0.001643,0.999857,0.016838,-0.0052,-0.016829,0.999845
15437,4511358,0.037574,0.252638,9.826205,0.003331,0.000078,0.001588,,,,0.000094,0.000631,0.024566,1,0.000004,0,0.000002,,0.999961,0.00842,-0.002593,-0.000842,0.965148,-0.29627,-0.099028,0.999985,-0.001728,0.005171,0.001641,0.999857,0.016844,-0.005199,-0.016835,0.999845
15438,4511383,0.043142,0.113257,9.773207,-0.000621,-0.000469,0.000707,,,,0.000108,0.000283,0.024433,1,-0.000001,-0.000001,0.000001,,0.999961,0.008418,-0.002593,-0.000842,0.96495,-0.296333,-0.098973,0.999985,-0.001727,0.005172,0.00164,0.999857,0.016841,-0.0052,-0.016832,0.999845
15439,4511408,-0.108073,0.242613,9.824298,-0.000057,0.003744,-0.002052,-0.224484,-0.354623,0.399944,-0.00027,0.000607,0.024561,1,0,0.000005,-0.000003,100635,0.999961,0.008417,-0.002588,-0.000845,0.964836,-0.295786,-0.099303,0.999985,-0.001733,0.005162,0.001646,0.999857,0.016839,-0.005191,-0.01683,0.999845
15440,4511433,0.14104,0.135749,9.773109,0.000728,-0.004515,0.00112,,,,0.000352,0.000339,0.024433,1,0.000001,-0.000006,0.000001,,0.999961,0.008417,-0.002594,-0.000844,0.964831,-0.296429,-0.099198,0.999985,-0.001731,0.005174,0.001644,0.999857,0.016838,-0.005202,-0.01683,0.999845
15441,4511458,-0.123739,0.055343,9.820914,0.003158,0.000977,-0.000779,,,,-0.000309,0.000138,0.024552,1,0.000004,0.000001,-0.000001,,0.999961,0.00842,-0.002592,-0.000846,0.965169,-0.29625,-0.099409,0.999985,-0.001735,0.005171,0.001648,0.999857,0.016844,-0.005199,-0.016836,0.999845
15442,4511483,0.214362,0.295439,9.814339,-0.006208,0.00002,0.000314,,,,0.000536,0.000739,0.024536,1,-0.000008,0,0,,0.999961,0.008412,-0.002592,-0.000846,0.964172,-0.296242,-0.099409,0.999985,-0.001735,0.00517,0.001648,0.999857,0.016827,-0.005199,-0.016818,0.999845
15443,4511508,-0.250121,0.018043,9.786799,0.003672,-0.004061,0.000035,-0.221609,-0.354147,0.398979,-0.000626,0.000045,0.024467,1,0.000005,-0.000005,0,100634,0.999961,0.008415,-0.002597,-0.000846,0.96459,-0.296818,-0.099459,0.999985,-0.001736,0.00518,0.001648,0.999857,0.016834,-0.005209,-0.016825,0.999845
15444,4511533,0.240857,0.237169,9.807211,-0.004344,0.004565,-0.001515,,,,0.000602,0.000593,0.024518,1,-0.000005,0.000006,-0.000002,,0.999961,0.008409,-0.002592,-0.000848,0.963861,-0.296154,-0.09971,0.999985,-0.00174,0.005169,0.001653,0.999857,0.016822,-0.005197,-0.016813,0.999845
15445,4511558,-0.107404,0.073797,9.789801,0.00611,-0.004046,0.000573,,,,-0.000269,0.000184,0.024475,1,0.000008,-0.000005,0.000001,,0.999961,0.008416,-0.002596,-0.000849,0.964621,-0.296697,-0.099746,0.999985,-0.001741,0.005178,0.001653,0.999857,0.016835,-0.005207,-0.016826,0.999845
15446,4511583,0.057446,0.211244,9.81901,-0.005621,0.000524,0.00067,,,,0.000144,0.000528,0.024548,1,-0.000007,0.000001,0.000001,,0.999961,0.008408,-0.002596,-0.000848,0.963708,-0.296617,-0.099694,0.999985,-0.00174,0.005177,0.001653,0.999857,0.016819,-0.005205,-0.01681,0.999845
15447,4511608,0.040037,0.14916,9.817979,0.007021,-0.003155,0.001655,-0.223979,-0.357099,0.398475,0.0001,0.000372,0.024545,1,0.000009,-0.000004,0.000002,100634,0.999961,0.008415,-0.0026,-0.000847,0.964604,-0.297067,-0.09951,0.999985,-0.001737,0.005185,0.001649,0.999857,0.016834,-0.005213,-0.016826,0.999845
15448,4511633,0.092847,0.111533,9.773731,-0.000948,0.001652,-0.000845,,,,0.000232,0.000279,0.024434,1,-0.000001,0.000002,-0.000001,,0.999961,0.008413,-0.002597,-0.000848,0.964361,-0.296823,-0.099672,0.999985,-0.00174,0.005181,0.001652,0.999857,0.01683,-0.005209,-0.016821,0.999845
15449,4511658,-0.028909,0.230145,9.810422,0.003856,-0.003372,0.000458,,,,-0.000072,0.000575,0.024526,1,0.000005,-0.000004,0.000001,,0.999961,0.008417,-0.002601,-0.000848,0.964798,-0.297269,-0.099658,0.999985,-0.001739,0.005188,0.001652,0.999857,0.016838,-0.005217,-0.016829,0.999845
15450,4511683,0.090303,0.05873,9.806181,0.00034,0.00334,0.001665,,,,0.000226,0.000147,0.024515,1,0,0.000004,0.000002,,0.999961,0.008417,-0.002597,-0.000846,0.964737,-0.296788,-0.099457,0.999985,-0.001736,0.00518,0.001648,0.999857,0.016837,-0.005208,-0.016828,0.999845
15451,4511708,-0.067174,0.307834,9.803292,0.004362,-0.004421,-0.000551,-0.222117,-0.351175,0.401436,-0.000168,0.000769,0.024508,1,0.000005,-0.000006,-0.000001,100636,0.999961,0.008421,-0.002603,-0.000847,0.965255,-0.297414,-0.099591,0.999985,-0.001738,0.005191,0.001651,0.999857,0.016846,-0.005219,-0.016837,0.999845
15452,4511733,-0.00325,0.095102,9.806299,-0.002059,0.000355,0.004002,,,,-0.000008,0.000238,0.024516,1,-0.000003,0,0.000005,,0.999961,0.008418,-0.002602,-0.000843,0.964849,-0.297367,-0.099062,0.999985,-0.001729,0.00519,0.001641,0.999857,0.016839,-0.005218,-0.01683,0.999845
15453,4511758,0.165407,0.256702,9.816956,0.000829,-0.001667,-0.001244,,,,0.000413,0.000642,0.024542,1,0.000001,-0.000002,-0.000002,,0.999961,0.008418,-0.002604,-0.000845,0.964854,-0.297565,-0.099363,0.999985,-0.001734,0.005193,0.001647,0.999857,0.016839,-0.005222,-0.01683,0.999845
15454,4511783,-0.170692,0.150729,9.771154,0.002979,-0.000665,-0.001761,,,,-0.000427,0.000377,0.024428,1,0.000004,-0.000001,-0.000002,,0.999961,0.00842,-0.002605,-0.000848,0.965174,-0.29765,-0.099662,0.999985,-0.001739,0.005195,0.001652,0.999857,0.016844,-0.005224,-0.016836,0.999845
15455,4511808,0.105518,0.224979,9.798858,0.003188,-0.004667,-0.001524,-0.224481,-0.35462,0.401429,0.000264,0.000562,0.024497,1,0.000004,-0.000006,-0.000002,100636,0.999961,0.008423,-0.00261,-0.00085,0.965523,-0.298309,-0.099937,0.999985,-0.001744,0.005206,0.001656,0.999857,0.016851,-0.005235,-0.016842,0.999845
15456,4511833,0.050249,0.084531,9.823966,-0.001466,0.003321,0.000376,,,,0.000126,0.000211,0.02456,1,-0.000002,0.000004,0,,0.999961,0.008421,-0.002606,-0.00085,0.965205,-0.297828,-0.09992,0.999985,-0.001744,0.005198,0.001656,0.999857,0.016845,-0.005227,-0.016836,0.999845
15457,4511858,0.133162,0.214413,9.774828,0.001117,-0.00018,0.001543,,,,0.000333,0.000536,0.024437,1,0.000001,0,0.000002,,0.999961,0.008421,-0.002606,-0.000849,0.96525,-0.29782,-0.099757,0.999985,-0.001741,0.005198,0.001653,0.999857,0.016846,-0.005226,-0.016837,0.999845
15458,4511883,-0.163112,0.166473,9.835647,0.004234,-0.000569,0.000209,,,,-0.000408,0.000416,0.024589,1,0.000005,-0.000001,0,,0.999961,0.008425,-0.002607,-0.000849,0.965748,-0.297896,-0.099773,0.999985,-0.001741,0.005199,0.001653,0.999857,0.016854,-0.005228,-0.016846,0.999844
15459,4511908,0.237773,0.164553,9.801698,-0.00024,0.000004,-0.00322,-0.222096,-0.353152,0.40095,0.000594,0.000411,0.024504,1,0,0,-0.000004,100629,0.999961,0.008424,-0.002607,-0.000853,0.965608,-0.297882,-0.100279,0.999985,-0.00175,0.005199,0.001662,0.999857,0.016852,-0.005228,-0.016843,0.999845
15460,4511933,-0.129547,0.111214,9.769892,0.007472,-0.002353,-0.001185,,,,-0.000324,0.000278,0.024425,1,0.000009,-0.000003,-0.000001,,0.999961,0.008433,-0.00261,-0.000855,0.966571,-0.29821,-0.1005,0.999985,-0.001754,0.005205,0.001666,0.999856,0.016869,-0.005234,-0.01686,0.999844
15461,4511958,0.149725,0.127499,9.796121,-0.003272,0.000059,-0.002365,,,,0.000374,0.000319,0.02449,1,-0.000004,0,-0.000003,,0.999961,0.008427,-0.002609,-0.000859,0.96599,-0.298158,-0.100916,0.999985,-0.001761,0.005204,0.001673,0.999856,0.016859,-0.005233,-0.01685,0.999844
15462,4511983,-0.074508,0.211613,9.829878,0.002614,-0.003774,0.000303,,,,-0.000187,0.000529,0.024575,1,0.000003,-0.000005,0,,0.999961,0.00843,-0.002614,-0.000859,0.966256,-0.298693,-0.100927,0.999985,-0.001761,0.005213,0.001673,0.999856,0.016863,-0.005242,-0.016854,0.999844
15463,4512008,0.010068,0.080797,9.755589,-0.004023,0.003601,-0.0029,-0.223549,-0.352156,0.400931,0.000025,0.000202,0.024389,1,-0.000005,0.000005,-0.000004,100639,0.999961,0.008424,-0.002609,-0.000863,0.965573,-0.298165,-0.101379,0.999985,-0.001769,0.005204,0.001681,0.999857,0.016851,-0.005233,-0.016842,0.999845
15464,4512033,0.150873,0.215524,9.803293,-0.000307,-0.005978,-0.003171,,,,0.000377,0.000539,0.024508,1,0,-0.000007,-0.000004,,0.999961,0.008422,-0.002617,-0.000867,0.965424,-0.299007,-0.101892,0.999985,-0.001778,0.005219,0.00169,0.999857,0.016849,-0.005248,-0.01684,0.999845
15465,4512058,-0.132227,0.027261,9.798954,-0.001478,0.002914,-0.004335,,,,-0.00033,0.000068,0.024497,1,-0.000002,0.000004,-0.000005,,0.999961,0.00842,-0.002613,-0.000874,0.965101,-0.298541,-0.102625,0.999985,-0.001791,0.00521,0.001703,0.999857,0.016843,-0.00524,-0.016834,0.999845
15466,4512083,0.187261,0.323227,9.783743,0.000111,-0.003196,-0.000045,,,,0.000468,0.000808,0.024459,1,0,-0.000004,0,,0.999961,0.008419,-0.002617,-0.000874,0.965009,-0.298992,-0.102684,0.999985,-0.001792,0.005218,0.001704,0.999857,0.016842,-0.005248,-0.016832,0.999845
15467,4512108,-0.130695,0.000545,9.815548,0.00379,0.00365,-0.00159,-0.222078,-0.355132,0.398979,-0.000327,0.000001,0.024539,1,0.000005,0.000005,-0.000002,100634,0.999961,0.008423,-0.002612,-0.000876,0.965445,-0.29846,-0.102948,0.999985,-0.001797,0.005209,0.001709,0.999857,0.016849,-0.005239,-0.01684,0.999845
15468,4512133,0.207561,0.383224,9.787707,-0.004248,0.001339,0.002339,,,,0.000519,0.000958,0.024469,1,-0.000005,0.000002,0.000003,,0.999961,0.008416,-0.00261,-0.000874,0.964726,-0.298268,-0.102655,0.999985,-0.001792,0.005206,0.001704,0.999857,0.016837,-0.005235,-0.016828,0.999845
15469,4512158,-0.168217,-0.026604,9.80072,0.003045,-0.000472,0.00056,,,,-0.000421,-0.000067,0.024502,1,0.000004,-0.000001,0.000001,,0.999961,0.008419,-0.002611,-0.000874,0.965048,-0.298299,-0.102695,0.999985,-0.001792,0.005206,0.001704,0.999857,0.016842,-0.005236,-0.016833,0.999845
15470,4512183,0.198725,0.357946,9.819653,-0.001629,-0.00111,-0.000677,,,,0.000497,0.000895,0.024549,1,-0.000002,-0.000001,-0.000001,,0.999961,0.008416,-0.002612,-0.000875,0.964707,-0.29845,-0.10284,0.999985,-0.001795,0.005209,0.001707,0.999857,0.016836,-0.005238,-0.016827,0.999845
15471,4512208,-0.133146,0.075091,9.780647,0.001522,-0.004351,-0.000831,-0.224013,-0.353636,0.400934,-0.000333,0.000188,0.024452,1,0.000002,-0.000005,-0.000001,100638,0.999961,0.008417,-0.002617,-0.000877,0.964817,-0.299065,-0.103014,0.999985,-0.001798,0.00522,0.00171,0.999857,0.016838,-0.005249,-0.016829,0.999845
15472,4512220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15473,4512233,0.080406,0.198909,9.813334,-0.001109,0.006346,0.000437,,,,0.000201,0.000497,0.024533,1,-0.000001,0.000008,0.000001,,0.999961,0.008415,-0.002609,-0.000877,0.96455,-0.298152,-0.102982,0.999985,-0.001797,0.005204,0.00171,0.999857,0.016834,-0.005233,-0.016824,0.999845
15474,4512258,-0.050827,0.185538,9.812902,0.003932,-0.007971,-0.002199,,,,-0.000128,0.000464,0.024532,1,0.000005,-0.00001,-0.000003,,0.999961,0.008419,-0.002619,-0.000881,0.965002,-0.29925,-0.1035,0.999985,-0.001806,0.005223,0.001718,0.999857,0.016841,-0.005253,-0.016832,0.999844
15475,4512283,0.019539,0.17907,9.787869,-0.000261,0.002446,0.000951,,,,0.000049,0.000448,0.02447,1,0,0.000003,0.000001,,0.999961,0.008417,-0.002616,-0.00088,0.964856,-0.298896,-0.103403,0.999985,-0.001805,0.005217,0.001717,0.999857,0.016839,-0.005246,-0.01683,0.999845
15476,4512308,0.070388,0.159552,9.800792,-0.000878,-0.001287,-0.001569,-0.22307,-0.35216,0.400441,0.000176,0.000399,0.024502,1,-0.000001,-0.000002,-0.000002,100628,0.999961,0.008415,-0.002617,-0.000883,0.964623,-0.29907,-0.103675,0.999985,-0.001809,0.00522,0.001721,0.999857,0.016835,-0.005249,-0.016826,0.999845
15477,4512333,-0.011018,0.135067,9.7754,0.001106,-0.000846,0.00112,,,,-0.000028,0.000338,0.024439,1,0.000001,-0.000001,0.000001,,0.999961,0.008416,-0.002618,-0.000882,0.964673,-0.299188,-0.103562,0.999985,-0.001807,0.005222,0.001719,0.999857,0.016836,-0.005251,-0.016826,0.999845
15478,4512358,0.12991,0.161727,9.82003,0.004218,-0.001772,0.000907,,,,0.000325,0.000404,0.02455,1,0.000005,-0.000002,0.000001,,0.999961,0.00842,-0.00262,-0.000881,0.965161,-0.299406,-0.103531,0.999985,-0.001807,0.005226,0.001719,0.999857,0.016844,-0.005255,-0.016835,0.999844
15479,4512383,-0.097958,0.140349,9.820294,0.001607,0.000616,-0.000733,,,,-0.000245,0.000351,0.024551,1,0.000002,0.000001,-0.000001,,0.999961,0.008421,-0.002619,-0.000883,0.965284,-0.29931,-0.10368,0.999985,-0.00181,0.005224,0.001721,0.999857,0.016846,-0.005254,-0.016837,0.999844
15480,4512408,0.159711,0.190279,9.780075,-0.003038,0.000257,0.001151,-0.226419,-0.353126,0.401898,0.000399,0.000476,0.02445,1,-0.000004,0,0.000001,100634,0.999961,0.008416,-0.002619,-0.000882,0.96474,-0.29927,-0.103559,0.999985,-0.001807,0.005223,0.001719,0.999857,0.016837,-0.005253,-0.016828,0.999845
15481,4512433,-0.004409,0.066234,9.793711,0.002,0.000926,0.0024,,,,-0.000011,0.000165,0.024484,1,0.000003,0.000001,0.000003,,0.999961,0.008418,-0.002618,-0.00088,0.964911,-0.299105,-0.103339,0.999985,-0.001804,0.00522,0.001715,0.999857,0.01684,-0.00525,-0.016831,0.999845
15482,4512458,-0.094697,0.150858,9.810803,0.002375,0.000861,-0.000741,,,,-0.000237,0.000377,0.024527,1,0.000003,0.000001,-0.000001,,0.999961,0.00842,-0.002617,-0.000881,0.965143,-0.298974,-0.103488,0.999985,-0.001806,0.005218,0.001718,0.999857,0.016844,-0.005248,-0.016835,0.999845
15483,4512483,0.158372,0.196684,9.763146,-0.00142,0.000399,0.001585,,,,0.000396,0.000492,0.024408,1,-0.000002,0,0.000002,,0.999961,0.008417,-0.002616,-0.00088,0.964831,-0.298914,-0.103305,0.999985,-0.001803,0.005217,0.001715,0.999857,0.016838,-0.005247,-0.016829,0.999845
15484,4512508,-0.110833,0.127847,9.845972,0.002252,-0.00131,-0.001985,-0.224025,-0.353147,0.398457,-0.000277,0.000319,0.024615,1,0.000003,-0.000002,-0.000002,100640,0.999961,0.008419,-0.002618,-0.000882,0.965047,-0.299091,-0.103638,0.999985,-0.001809,0.00522,0.001721,0.999857,0.016842,-0.00525,-0.016833,0.999845
15485,4512533,0.20942,0.14728,9.780262,0.002351,-0.000675,0.001927,,,,0.000524,0.000368,0.024451,1,0.000003,-0.000001,0.000002,,0.999961,0.008421,-0.002618,-0.00088,0.965274,-0.299187,-0.103408,0.999985,-0.001805,0.005222,0.001717,0.999857,0.016846,-0.005251,-0.016837,0.999845
15486,4512558,-0.154646,0.196337,9.804676,0.003835,-0.00159,0.002103,,,,-0.000387,0.000491,0.024512,1,0.000005,-0.000002,0.000003,,0.999961,0.008425,-0.00262,-0.000878,0.965707,-0.299381,-0.103168,0.999985,-0.001801,0.005225,0.001712,0.999857,0.016854,-0.005255,-0.016845,0.999844
15487,4512583,0.147397,0.140105,9.781649,-0.002527,0.00167,-0.000075,,,,0.000369,0.00035,0.024454,1,-0.000003,0.000002,0,,0.999961,0.008421,-0.002618,-0.000879,0.965237,-0.299135,-0.10322,0.999985,-0.001802,0.005221,0.001713,0.999857,0.016846,-0.00525,-0.016836,0.999845
15488,4512608,-0.062039,0.187277,9.849642,0.003868,0.00009,-0.001071,-0.221623,-0.352663,0.399962,-0.000155,0.000468,0.024624,1,0.000005,0,-0.000001,100626,0.999961,0.008425,-0.002618,-0.00088,0.965684,-0.299114,-0.103418,0.999985,-0.001805,0.00522,0.001717,0.999857,0.016853,-0.00525,-0.016844,0.999844
15489,4512633,0.044577,0.237659,9.826471,-0.002758,0.001317,0.002002,,,,0.000112,0.000594,0.024566,1,-0.000003,0.000002,0.000003,,0.999961,0.00842,-0.002616,-0.000878,0.965179,-0.298924,-0.103173,0.999985,-0.001801,0.005217,0.001713,0.999857,0.016845,-0.005247,-0.016835,0.999845
